Transaction ID,Customer ID,Location,Payment Method,Category,Item,Quantity,Unit Price,Unit_Cost,Pre_Discount_Total,Discount_Rate,Total Spent,Date
TXN_405353,CUST_0646,Online,Credit Card,Beverages,Coffee Beans,61,2.65,1.79,161.65,0.047,154.05,2023-12-08
TXN_102892,CUST_0813,In-store,Digital Wallet,Beverages,Coffee Beans,8,2.65,1.7,21.2,0,21.2,2025-02-19
TXN_971976,CUST_0839,In-store,Cash,Beverages,Soft Drink,11,2.2,1.73,24.2,0,24.2,2025-09-09
TXN_106687,CUST_0133,In-store,Cash,Beverages,Tea Pack,10,2.86,2.25,28.6,0,28.6,2025-10-16
TXN_486701,CUST_0312,In-store,Cash,Beverages,Soft Drink,15,2.2,1.13,33,0,33,2024-09-27
TXN_779167,CUST_0967,Online,Credit Card,Beverages,Bottled Water,20,1.05,0.57,21,0,21,2023-08-24
TXN_991040,CUST_0482,Online,Credit Card,Beverages,Tea Pack,9,2.86,2.46,25.74,0,25.74,2023-07-24
TXN_443069,CUST_0895,In-store,Cash,Beverages,Coffee Beans,23,2.65,2.16,60.95,0,60.95,2025-08-25
TXN_654440,CUST_0544,Online,Credit Card,Beverages,Energy Drink,25,2.99,1.96,74.75,0,74.75,2024-04-15
TXN_753573,CUST_0305,Online,Credit Card,Beverages,Energy Drink,12,2.99,1.69,35.88,0,35.88,2024-06-20
TXN_620906,CUST_0269,In-store,Credit Card,Beverages,Bottled Water,22,1.05,0.63,23.1,0,23.1,2023-08-16
TXN_333830,CUST_0414,In-store,Cash,Beverages,Soft Drink,30,2.2,1.68,66,0,66,2025-08-28
TXN_125875,CUST_0025,In-store,Cash,Beverages,Bottled Water,13,1.05,0.92,13.65,0,13.65,2023-07-21
TXN_790299,CUST_0981,Online,Credit Card,Beverages,Energy Drink,12,2.99,2.23,35.88,0,35.88,2025-03-12
TXN_616725,CUST_0316,Online,Credit Card,Beverages,Coffee Beans,22,2.65,1.35,58.3,0,58.3,2024-10-23
TXN_653227,CUST_0571,In-store,Credit Card,Beverages,Energy Drink,33,2.99,2.27,98.67,0,98.67,2023-05-18
TXN_501685,CUST_0725,In-store,Credit Card,Beverages,Tea Pack,14,2.86,2.51,40.04,0,40.04,2023-07-07
TXN_182943,CUST_0668,Online,Credit Card,Beverages,Energy Drink,24,2.99,1.92,71.76,0,71.76,2023-12-16
TXN_292587,CUST_0826,Online,Credit Card,Beverages,Energy Drink,8,2.99,2.61,23.92,0,23.92,2023-06-28
TXN_977743,CUST_0276,Online,Digital Wallet,Beverages,Tea Pack,50,2.86,2.2,143,0.037,137.71,2025-09-19
TXN_838997,CUST_0930,In-store,Credit Card,Beverages,Soft Drink,17,2.2,1.27,37.4,0,37.4,2024-09-06
TXN_549571,CUST_0389,In-store,Credit Card,Beverages,Energy Drink,10,2.99,1.67,29.9,0,29.9,2024-08-06
TXN_937564,CUST_0722,In-store,Cash,Beverages,Bottled Water,49,1.05,0.6,51.45,0,51.45,2025-02-06
TXN_740566,CUST_0444,In-store,Credit Card,Beverages,Energy Drink,8,2.99,2.33,23.92,0,23.92,2023-02-26
TXN_591789,CUST_0999,Online,Credit Card,Beverages,Bottled Water,37,1.05,0.77,38.85,0,38.85,2023-10-15
TXN_808609,CUST_0427,In-store,Cash,Beverages,Tea Pack,13,2.86,1.95,37.18,0,37.18,2025-10-02
TXN_949151,CUST_0057,Online,Digital Wallet,Beverages,Energy Drink,45,2.99,1.81,134.55,0.045,128.5,2023-12-09
TXN_512220,CUST_0697,In-store,Cash,Beverages,Tea Pack,20,2.86,2.47,57.2,0,57.2,2023-10-08
TXN_453642,CUST_0971,Online,Credit Card,Beverages,Tea Pack,15,2.86,1.67,42.9,0,42.9,2023-08-07
TXN_170762,CUST_0566,In-store,Cash,Beverages,Soft Drink,46,2.2,1.35,101.2,0.044,96.75,2023-07-27
TXN_891685,CUST_0721,In-store,Cash,Beverages,Energy Drink,13,2.99,1.56,38.87,0,38.87,2025-09-28
TXN_474168,CUST_0368,In-store,Credit Card,Beverages,Bottled Water,23,1.05,0.64,24.15,0,24.15,2023-12-28
TXN_343138,CUST_0941,In-store,Cash,Beverages,Bottled Water,26,1.05,0.91,27.3,0,27.3,2024-04-16
TXN_633014,CUST_0342,Online,Digital Wallet,Beverages,Energy Drink,16,2.99,1.72,47.84,0,47.84,2025-07-15
TXN_683240,CUST_0805,In-store,Cash,Beverages,Soft Drink,12,2.2,1.28,26.4,0,26.4,2024-10-09
TXN_987134,CUST_0852,In-store,Credit Card,Beverages,Soft Drink,21,2.2,1.63,46.2,0,46.2,2024-03-20
TXN_320187,CUST_0304,Online,Digital Wallet,Beverages,Soft Drink,22,2.2,1.6,48.4,0,48.4,2025-08-15
TXN_841912,CUST_0764,Online,Credit Card,Beverages,Bottled Water,26,1.05,0.6,27.3,0,27.3,2025-04-02
TXN_291330,CUST_0374,In-store,Cash,Beverages,Tea Pack,17,2.86,1.61,48.62,0,48.62,2023-08-20
TXN_402144,CUST_0950,Online,Credit Card,Beverages,Soft Drink,34,2.2,1.2,74.8,0,74.8,2024-10-14
TXN_801633,CUST_0816,In-store,Credit Card,Beverages,Bottled Water,20,1.05,0.89,21,0,21,2025-07-28
TXN_541642,CUST_0112,In-store,Cash,Beverages,Bottled Water,7,1.05,0.8,7.35,0,7.35,2024-06-26
TXN_129735,CUST_0878,In-store,Cash,Beverages,Tea Pack,23,2.86,2.52,65.78,0,65.78,2025-02-11
TXN_296630,CUST_0006,In-store,Cash,Beverages,Energy Drink,24,2.99,1.69,71.76,0,71.76,2025-10-03
TXN_665936,CUST_0930,In-store,Credit Card,Beverages,Energy Drink,27,2.99,2.05,80.73,0,80.73,2024-12-02
TXN_620162,CUST_0703,In-store,Credit Card,Beverages,Soft Drink,7,2.2,1.75,15.4,0,15.4,2023-06-18
TXN_751391,CUST_0846,In-store,Credit Card,Beverages,Soft Drink,64,2.2,1.29,140.8,0.035,135.87,2024-08-14
TXN_101286,CUST_0944,Online,Credit Card,Beverages,Tea Pack,21,2.86,2.21,60.06,0,60.06,2023-09-24
TXN_562612,CUST_0279,In-store,Credit Card,Beverages,Soft Drink,14,2.2,1.52,30.8,0,30.8,2024-09-05
TXN_700098,CUST_0382,Online,Credit Card,Beverages,Tea Pack,10,2.86,1.92,28.6,0,28.6,2023-10-12
TXN_766086,CUST_0852,Online,Digital Wallet,Beverages,Bottled Water,7,1.05,0.8,7.35,0,7.35,2025-09-14
TXN_947972,CUST_0013,In-store,Cash,Beverages,Soft Drink,7,2.2,1.51,15.4,0,15.4,2024-04-06
TXN_352644,CUST_0303,In-store,Cash,Beverages,Bottled Water,28,1.05,0.87,29.4,0,29.4,2024-07-08
TXN_325890,CUST_0556,In-store,Credit Card,Beverages,Coffee Beans,20,2.65,2.31,53,0,53,2024-11-07
TXN_326385,CUST_0617,Online,Credit Card,Beverages,Tea Pack,18,2.86,2.1,51.48,0,51.48,2024-07-07
TXN_125916,CUST_0160,In-store,Credit Card,Beverages,Coffee Beans,21,2.65,1.64,55.65,0,55.65,2024-02-12
TXN_704114,CUST_0154,In-store,Cash,Beverages,Soft Drink,15,2.2,1.78,33,0,33,2023-05-07
TXN_626665,CUST_0754,Online,Credit Card,Beverages,Bottled Water,30,1.05,0.6,31.5,0,31.5,2023-03-12
TXN_517987,CUST_0181,In-store,Digital Wallet,Beverages,Soft Drink,13,2.2,1.18,28.6,0,28.6,2024-10-27
TXN_454717,CUST_0526,In-store,Cash,Beverages,Coffee Beans,28,2.65,1.87,74.2,0,74.2,2025-07-16
TXN_411148,CUST_0180,In-store,Credit Card,Beverages,Soft Drink,51,2.2,1.67,112.2,0.036,108.16,2024-12-27
TXN_154780,CUST_0377,Online,Credit Card,Beverages,Energy Drink,9,2.99,2.49,26.91,0,26.91,2024-04-07
TXN_151267,CUST_0804,Online,Credit Card,Beverages,Coffee Beans,25,2.65,2.34,66.25,0,66.25,2023-07-08
TXN_998440,CUST_0776,In-store,Cash,Beverages,Soft Drink,24,2.2,1.87,52.8,0,52.8,2025-06-01
TXN_334768,CUST_0168,In-store,Digital Wallet,Beverages,Bottled Water,9,1.05,0.94,9.45,0,9.45,2025-09-13
TXN_646090,CUST_0214,Online,Credit Card,Beverages,Soft Drink,84,2.2,1.52,184.8,0.037,177.96,2024-01-19
TXN_840198,CUST_0150,Online,Credit Card,Beverages,Bottled Water,31,1.05,0.66,32.55,0,32.55,2024-04-01
TXN_878071,CUST_0016,Online,Credit Card,Beverages,Energy Drink,43,2.99,2.04,128.57,0.053,121.76,2025-04-24
TXN_649734,CUST_0091,In-store,Credit Card,Beverages,Soft Drink,10,2.2,1.67,22,0,22,2024-05-18
TXN_261932,CUST_0120,Online,Credit Card,Beverages,Energy Drink,20,2.99,2.1,59.8,0,59.8,2024-07-07
TXN_452440,CUST_0956,In-store,Credit Card,Beverages,Coffee Beans,35,2.65,2,92.75,0,92.75,2025-07-22
TXN_830777,CUST_0253,In-store,Credit Card,Beverages,Bottled Water,6,1.05,0.9,6.3,0,6.3,2023-06-27
TXN_707420,CUST_0060,Online,Credit Card,Beverages,Coffee Beans,65,2.65,1.5,172.25,0.045,164.5,2024-07-17
TXN_373981,CUST_0266,In-store,Cash,Beverages,Bottled Water,19,1.05,0.58,19.95,0,19.95,2024-06-28
TXN_293554,CUST_0409,Online,Credit Card,Beverages,Energy Drink,30,2.99,2.09,89.7,0,89.7,2023-08-15
TXN_663280,CUST_0031,In-store,Cash,Beverages,Tea Pack,22,2.86,2.55,62.92,0,62.92,2025-05-22
TXN_239761,CUST_0021,Online,Credit Card,Beverages,Soft Drink,9,2.2,1.15,19.8,0,19.8,2024-09-25
TXN_363709,CUST_0731,In-store,Cash,Beverages,Energy Drink,14,2.99,2.67,41.86,0,41.86,2023-09-19
TXN_224542,CUST_0593,Online,Credit Card,Beverages,Bottled Water,36,1.05,0.93,37.8,0,37.8,2023-11-28
TXN_911225,CUST_0289,In-store,Digital Wallet,Beverages,Bottled Water,30,1.05,0.65,31.5,0,31.5,2024-11-23
TXN_165200,CUST_0543,In-store,Credit Card,Beverages,Bottled Water,24,1.05,0.9,25.2,0,25.2,2023-10-04
TXN_388081,CUST_0498,Online,Credit Card,Beverages,Bottled Water,9,1.05,0.53,9.45,0,9.45,2023-03-17
TXN_997144,CUST_0746,In-store,Digital Wallet,Beverages,Soft Drink,18,2.2,1.5,39.6,0,39.6,2024-09-07
TXN_352372,CUST_0474,In-store,Cash,Beverages,Coffee Beans,10,2.65,1.75,26.5,0,26.5,2023-11-16
TXN_581458,CUST_0405,In-store,Cash,Beverages,Tea Pack,17,2.86,2.46,48.62,0,48.62,2024-11-17
TXN_487182,CUST_0548,Online,Credit Card,Beverages,Soft Drink,29,2.2,1.52,63.8,0,63.8,2023-07-27
TXN_683688,CUST_0961,In-store,Cash,Beverages,Bottled Water,8,1.05,0.7,8.4,0,8.4,2025-03-20
TXN_407421,CUST_0132,In-store,Credit Card,Beverages,Soft Drink,31,2.2,1.66,68.2,0,68.2,2024-09-15
TXN_911804,CUST_0324,In-store,Cash,Beverages,Energy Drink,21,2.99,1.94,62.79,0,62.79,2025-10-09
TXN_816754,CUST_0858,Online,Credit Card,Beverages,Bottled Water,20,1.05,0.75,21,0,21,2025-08-21
TXN_374055,CUST_0132,In-store,Cash,Beverages,Tea Pack,12,2.86,2.52,34.32,0,34.32,2023-10-23
TXN_967664,CUST_0521,In-store,Credit Card,Beverages,Bottled Water,24,1.05,0.61,25.2,0,25.2,2023-04-13
TXN_413547,CUST_0030,Online,Credit Card,Beverages,Tea Pack,6,2.86,1.95,17.16,0,17.16,2024-11-07
TXN_499886,CUST_0627,Online,Credit Card,Beverages,Tea Pack,32,2.86,1.45,91.52,0,91.52,2024-08-28
TXN_684132,CUST_0301,In-store,Credit Card,Beverages,Coffee Beans,18,2.65,2.22,47.7,0,47.7,2024-09-19
TXN_163137,CUST_0004,Online,Credit Card,Beverages,Coffee Beans,22,2.65,1.42,58.3,0,58.3,2023-02-11
TXN_853587,CUST_0325,In-store,Credit Card,Beverages,Soft Drink,28,2.2,1.18,61.6,0,61.6,2023-07-08
TXN_123473,CUST_0509,In-store,Cash,Beverages,Soft Drink,16,2.2,1.88,35.2,0,35.2,2024-09-17
TXN_147298,CUST_0237,In-store,Cash,Beverages,Tea Pack,23,2.86,1.9,65.78,0,65.78,2025-08-04
TXN_602020,CUST_0535,Online,Credit Card,Beverages,Bottled Water,55,1.05,0.81,57.75,0,57.75,2023-10-26
TXN_907777,CUST_0016,In-store,Cash,Beverages,Energy Drink,27,2.99,2.52,80.73,0,80.73,2025-08-04
TXN_125608,CUST_0534,In-store,Cash,Beverages,Energy Drink,18,2.99,1.94,53.82,0,53.82,2023-07-18
TXN_867191,CUST_0997,In-store,Credit Card,Beverages,Bottled Water,17,1.05,0.63,17.85,0,17.85,2024-05-22
TXN_987920,CUST_0584,Online,Credit Card,Beverages,Bottled Water,31,1.05,0.6,32.55,0,32.55,2024-05-17
TXN_859412,CUST_0816,In-store,Credit Card,Beverages,Coffee Beans,28,2.65,1.97,74.2,0,74.2,2023-04-03
TXN_468979,CUST_0446,In-store,Cash,Beverages,Energy Drink,22,2.99,1.8,65.78,0,65.78,2023-08-09
TXN_896718,CUST_0993,In-store,Cash,Beverages,Tea Pack,40,2.86,2.16,114.4,0.042,109.6,2024-06-28
TXN_833996,CUST_0503,Online,Credit Card,Beverages,Soft Drink,16,2.2,1.38,35.2,0,35.2,2025-04-26
TXN_272822,CUST_0956,Online,Credit Card,Beverages,Coffee Beans,13,2.65,1.69,34.45,0,34.45,2025-06-06
TXN_189185,CUST_0230,In-store,Credit Card,Beverages,Energy Drink,25,2.99,1.79,74.75,0,74.75,2024-08-02
TXN_668764,CUST_0107,Online,Digital Wallet,Beverages,Bottled Water,31,1.05,0.7,32.55,0,32.55,2023-06-28
TXN_276220,CUST_0720,In-store,Digital Wallet,Beverages,Energy Drink,13,2.99,1.69,38.87,0,38.87,2024-03-12
TXN_847306,CUST_0389,Online,Credit Card,Beverages,Tea Pack,9,2.86,1.8,25.74,0,25.74,2025-08-15
TXN_744347,CUST_0720,In-store,Credit Card,Beverages,Coffee Beans,13,2.65,2.15,34.45,0,34.45,2023-09-09
TXN_346946,CUST_0263,In-store,Credit Card,Beverages,Bottled Water,26,1.05,0.62,27.3,0,27.3,2023-11-02
TXN_203581,CUST_0563,Online,Credit Card,Beverages,Tea Pack,28,2.86,2.51,80.08,0,80.08,2025-03-12
TXN_581858,CUST_0065,Online,Credit Card,Beverages,Soft Drink,20,2.2,1.53,44,0,44,2025-03-16
TXN_309033,CUST_0265,In-store,Credit Card,Beverages,Coffee Beans,7,2.65,1.44,18.55,0,18.55,2025-08-07
TXN_979999,CUST_0338,In-store,Credit Card,Beverages,Tea Pack,31,2.86,2.51,88.66,0,88.66,2024-03-01
TXN_284631,CUST_0301,In-store,Credit Card,Beverages,Tea Pack,26,2.86,1.95,74.36,0,74.36,2024-06-21
TXN_303041,CUST_0378,Online,Credit Card,Beverages,Bottled Water,45,1.05,0.76,47.25,0,47.25,2024-10-07
TXN_573152,CUST_0175,In-store,Cash,Beverages,Soft Drink,56,2.2,1.26,123.2,0.038,118.52,2024-05-03
TXN_435621,CUST_0963,In-store,Cash,Beverages,Tea Pack,10,2.86,1.81,28.6,0,28.6,2024-06-20
TXN_316261,CUST_0152,In-store,Cash,Beverages,Coffee Beans,15,2.65,2.07,39.75,0,39.75,2025-07-05
TXN_871754,CUST_0476,Online,Credit Card,Beverages,Tea Pack,21,2.86,1.57,60.06,0,60.06,2025-05-03
TXN_408160,CUST_0266,In-store,Credit Card,Beverages,Energy Drink,22,2.99,2.18,65.78,0,65.78,2023-02-15
TXN_902692,CUST_0329,In-store,Cash,Beverages,Coffee Beans,20,2.65,2.06,53,0,53,2023-03-06
TXN_711864,CUST_0973,In-store,Credit Card,Beverages,Coffee Beans,13,2.65,1.33,34.45,0,34.45,2025-07-15
TXN_559290,CUST_0816,In-store,Cash,Beverages,Tea Pack,25,2.86,2.39,71.5,0,71.5,2023-06-03
TXN_931145,CUST_0163,In-store,Cash,Beverages,Bottled Water,21,1.05,0.55,22.05,0,22.05,2025-06-24
TXN_431892,CUST_0438,Online,Credit Card,Beverages,Coffee Beans,18,2.65,1.59,47.7,0,47.7,2024-06-23
TXN_315931,CUST_0343,Online,Credit Card,Beverages,Energy Drink,20,2.99,2.65,59.8,0,59.8,2023-03-01
TXN_520406,CUST_0367,In-store,Cash,Beverages,Bottled Water,32,1.05,0.56,33.6,0,33.6,2023-04-02
TXN_198789,CUST_0465,Online,Credit Card,Beverages,Bottled Water,10,1.05,0.87,10.5,0,10.5,2024-12-04
TXN_773130,CUST_0750,In-store,Credit Card,Beverages,Bottled Water,125,1.05,0.8,131.25,0.036,126.52,2024-07-21
TXN_150201,CUST_0199,In-store,Digital Wallet,Beverages,Coffee Beans,34,2.65,1.96,90.1,0,90.1,2023-09-14
TXN_723375,CUST_0500,Online,Credit Card,Beverages,Bottled Water,53,1.05,0.77,55.65,0,55.65,2024-09-14
TXN_897683,CUST_0016,In-store,Cash,Beverages,Tea Pack,21,2.86,1.62,60.06,0,60.06,2024-01-27
TXN_332300,CUST_0821,In-store,Cash,Beverages,Bottled Water,52,1.05,0.81,54.6,0,54.6,2024-05-10
TXN_747787,CUST_0296,Online,Digital Wallet,Beverages,Energy Drink,9,2.99,2.63,26.91,0,26.91,2025-07-11
TXN_353937,CUST_0868,In-store,Credit Card,Beverages,Soft Drink,25,2.2,1.17,55,0,55,2024-10-04
TXN_582905,CUST_0511,Online,Credit Card,Beverages,Energy Drink,17,2.99,1.89,50.83,0,50.83,2025-03-15
TXN_842892,CUST_0788,Online,Credit Card,Beverages,Coffee Beans,50,2.65,1.83,132.5,0.046,126.4,2025-08-20
TXN_490500,CUST_0984,In-store,Cash,Beverages,Bottled Water,9,1.05,0.62,9.45,0,9.45,2023-03-25
TXN_687227,CUST_0239,In-store,Cash,Beverages,Bottled Water,8,1.05,0.84,8.4,0,8.4,2024-12-04
TXN_587837,CUST_0581,In-store,Credit Card,Beverages,Tea Pack,19,2.86,2.22,54.34,0,54.34,2023-08-20
TXN_632349,CUST_0301,In-store,Cash,Beverages,Bottled Water,26,1.05,0.57,27.3,0,27.3,2024-06-20
TXN_533273,CUST_0006,In-store,Digital Wallet,Beverages,Energy Drink,21,2.99,2.18,62.79,0,62.79,2024-10-16
TXN_332908,CUST_0220,Online,Credit Card,Beverages,Coffee Beans,31,2.65,1.72,82.15,0,82.15,2025-07-02
TXN_386552,CUST_0766,In-store,Credit Card,Beverages,Soft Drink,13,2.2,1.3,28.6,0,28.6,2024-06-13
TXN_333900,CUST_0453,In-store,Cash,Beverages,Bottled Water,23,1.05,0.88,24.15,0,24.15,2025-05-08
TXN_751506,CUST_0433,In-store,Credit Card,Beverages,Soft Drink,60,2.2,1.15,132,0.054,124.87,2024-08-13
TXN_511404,CUST_0807,In-store,Cash,Beverages,Bottled Water,14,1.05,0.72,14.7,0,14.7,2025-06-20
TXN_515995,CUST_0870,Online,Credit Card,Beverages,Coffee Beans,9,2.65,1.83,23.85,0,23.85,2024-05-21
TXN_846570,CUST_0386,In-store,Credit Card,Beverages,Energy Drink,7,2.99,2.18,20.93,0,20.93,2024-08-08
TXN_386831,CUST_0619,Online,Credit Card,Beverages,Coffee Beans,26,2.65,1.53,68.9,0,68.9,2024-11-04
TXN_517430,CUST_0295,In-store,Credit Card,Beverages,Soft Drink,47,2.2,1.87,103.4,0.035,99.78,2025-06-05
TXN_227757,CUST_0118,In-store,Credit Card,Beverages,Bottled Water,8,1.05,0.93,8.4,0,8.4,2023-03-21
TXN_428649,CUST_0405,In-store,Credit Card,Beverages,Soft Drink,21,2.2,1.58,46.2,0,46.2,2025-08-06
TXN_838913,CUST_0680,In-store,Credit Card,Beverages,Energy Drink,39,2.99,1.8,116.61,0.036,112.41,2025-04-23
TXN_862215,CUST_0997,In-store,Credit Card,Beverages,Coffee Beans,14,2.65,2.25,37.1,0,37.1,2025-05-19
TXN_526902,CUST_0763,In-store,Cash,Beverages,Soft Drink,7,2.2,1.97,15.4,0,15.4,2023-10-10
TXN_116551,CUST_0594,Online,Credit Card,Beverages,Soft Drink,20,2.2,1.75,44,0,44,2025-10-27
TXN_250777,CUST_0566,In-store,Digital Wallet,Beverages,Energy Drink,35,2.99,1.89,104.65,0.055,98.89,2023-08-03
TXN_849375,CUST_0752,Online,Credit Card,Beverages,Bottled Water,28,1.05,0.62,29.4,0,29.4,2025-08-13
TXN_684437,CUST_0878,In-store,Cash,Beverages,Soft Drink,13,2.2,1.24,28.6,0,28.6,2023-11-09
TXN_978804,CUST_0012,In-store,Credit Card,Beverages,Energy Drink,13,2.99,1.78,38.87,0,38.87,2025-05-17
TXN_771162,CUST_0209,In-store,Cash,Beverages,Bottled Water,40,1.05,0.62,42,0,42,2025-08-10
TXN_227763,CUST_0165,In-store,Credit Card,Beverages,Bottled Water,12,1.05,0.93,12.6,0,12.6,2024-06-12
TXN_556607,CUST_0878,Online,Credit Card,Beverages,Coffee Beans,35,2.65,2.01,92.75,0,92.75,2025-04-13
TXN_617965,CUST_0294,In-store,Credit Card,Beverages,Energy Drink,26,2.99,1.69,77.74,0,77.74,2023-08-24
TXN_504247,CUST_0911,In-store,Cash,Beverages,Bottled Water,10,1.05,0.73,10.5,0,10.5,2023-10-10
TXN_679629,CUST_0519,In-store,Cash,Beverages,Coffee Beans,8,2.65,1.52,21.2,0,21.2,2023-06-19
TXN_645809,CUST_0078,In-store,Cash,Beverages,Tea Pack,19,2.86,2.12,54.34,0,54.34,2025-07-21
TXN_973326,CUST_0434,Online,Credit Card,Beverages,Energy Drink,20,2.99,1.9,59.8,0,59.8,2023-11-19
TXN_649621,CUST_0577,In-store,Cash,Beverages,Tea Pack,14,2.86,1.65,40.04,0,40.04,2025-01-26
TXN_211965,CUST_0614,Online,Credit Card,Beverages,Bottled Water,58,1.05,0.63,60.9,0,60.9,2023-08-17
TXN_164731,CUST_0963,In-store,Credit Card,Beverages,Energy Drink,25,2.99,2.3,74.75,0,74.75,2025-05-26
TXN_530767,CUST_0869,Online,Credit Card,Beverages,Coffee Beans,10,2.65,1.76,26.5,0,26.5,2025-08-05
TXN_268333,CUST_0812,Online,Credit Card,Beverages,Bottled Water,85,1.05,0.74,89.25,0,89.25,2025-07-08
TXN_865673,CUST_0799,In-store,Credit Card,Beverages,Energy Drink,21,2.99,2.48,62.79,0,62.79,2023-06-05
TXN_626261,CUST_0683,In-store,Cash,Beverages,Energy Drink,21,2.99,2.28,62.79,0,62.79,2025-08-15
TXN_110900,CUST_0077,Online,Credit Card,Beverages,Tea Pack,41,2.86,1.96,117.26,0.032,113.51,2025-07-04
TXN_804609,CUST_0048,In-store,Credit Card,Beverages,Bottled Water,12,1.05,0.93,12.6,0,12.6,2023-08-25
TXN_643748,CUST_0767,Online,Credit Card,Beverages,Coffee Beans,10,2.65,1.55,26.5,0,26.5,2025-04-13
TXN_978463,CUST_0082,In-store,Credit Card,Beverages,Coffee Beans,30,2.65,1.63,79.5,0,79.5,2025-03-17
TXN_233278,CUST_0895,In-store,Cash,Beverages,Bottled Water,11,1.05,0.91,11.55,0,11.55,2023-01-05
TXN_812642,CUST_0721,Online,Credit Card,Beverages,Bottled Water,16,1.05,0.88,16.8,0,16.8,2023-08-01
TXN_558838,CUST_0209,In-store,Credit Card,Beverages,Soft Drink,20,2.2,1.21,44,0,44,2024-03-22
TXN_372102,CUST_0445,In-store,Credit Card,Beverages,Tea Pack,25,2.86,2.49,71.5,0,71.5,2024-07-15
TXN_373527,CUST_0971,In-store,Credit Card,Beverages,Bottled Water,7,1.05,0.53,7.35,0,7.35,2024-05-10
TXN_751706,CUST_0596,In-store,Credit Card,Beverages,Bottled Water,18,1.05,0.87,18.9,0,18.9,2023-11-25
TXN_597835,CUST_0522,Online,Credit Card,Beverages,Soft Drink,32,2.2,1.35,70.4,0,70.4,2025-09-11
TXN_693501,CUST_0029,Online,Digital Wallet,Beverages,Soft Drink,11,2.2,1.27,24.2,0,24.2,2025-08-18
TXN_387401,CUST_0304,Online,Credit Card,Beverages,Energy Drink,11,2.99,2.03,32.89,0,32.89,2024-02-13
TXN_966538,CUST_0994,In-store,Credit Card,Beverages,Coffee Beans,8,2.65,2.28,21.2,0,21.2,2025-09-20
TXN_959613,CUST_0465,In-store,Cash,Beverages,Tea Pack,11,2.86,2.33,31.46,0,31.46,2024-05-24
TXN_800536,CUST_0502,Online,Credit Card,Beverages,Energy Drink,26,2.99,2.65,77.74,0,77.74,2025-09-16
TXN_702608,CUST_0446,In-store,Cash,Beverages,Bottled Water,56,1.05,0.75,58.8,0,58.8,2024-11-19
TXN_227587,CUST_0628,In-store,Credit Card,Beverages,Soft Drink,10,2.2,1.55,22,0,22,2025-04-23
TXN_258117,CUST_0490,Online,Credit Card,Beverages,Coffee Beans,8,2.65,1.34,21.2,0,21.2,2025-08-12
TXN_239398,CUST_0781,In-store,Credit Card,Beverages,Energy Drink,12,2.99,1.71,35.88,0,35.88,2023-06-23
TXN_653274,CUST_0428,In-store,Cash,Beverages,Coffee Beans,14,2.65,1.85,37.1,0,37.1,2024-10-14
TXN_335588,CUST_0559,In-store,Credit Card,Beverages,Soft Drink,23,2.2,1.76,50.6,0,50.6,2023-08-02
TXN_372581,CUST_0359,In-store,Cash,Beverages,Energy Drink,19,2.99,2.48,56.81,0,56.81,2023-11-28
TXN_205264,CUST_0960,In-store,Cash,Beverages,Energy Drink,43,2.99,1.83,128.57,0.048,122.4,2024-02-10
TXN_546157,CUST_0091,Online,Credit Card,Beverages,Coffee Beans,7,2.65,2.08,18.55,0,18.55,2024-10-04
TXN_849578,CUST_0053,In-store,Credit Card,Beverages,Soft Drink,14,2.2,1.83,30.8,0,30.8,2025-04-01
TXN_914209,CUST_0730,In-store,Credit Card,Beverages,Bottled Water,36,1.05,0.68,37.8,0,37.8,2023-05-24
TXN_125310,CUST_0860,Online,Credit Card,Beverages,Energy Drink,64,2.99,2.33,191.36,0.041,183.51,2025-05-26
TXN_609037,CUST_0589,In-store,Cash,Beverages,Bottled Water,27,1.05,0.71,28.35,0,28.35,2024-08-26
TXN_791393,CUST_0204,In-store,Credit Card,Beverages,Soft Drink,18,2.2,1.97,39.6,0,39.6,2024-09-25
TXN_992249,CUST_0556,In-store,Cash,Beverages,Energy Drink,14,2.99,1.5,41.86,0,41.86,2023-05-17
TXN_816815,CUST_0156,Online,Credit Card,Beverages,Energy Drink,28,2.99,1.99,83.72,0,83.72,2024-08-11
TXN_283368,CUST_0002,In-store,Cash,Beverages,Bottled Water,20,1.05,0.64,21,0,21,2025-02-07
TXN_991827,CUST_0357,In-store,Credit Card,Beverages,Tea Pack,10,2.86,2.4,28.6,0,28.6,2023-05-17
TXN_441619,CUST_0825,In-store,Digital Wallet,Beverages,Bottled Water,8,1.05,0.65,8.4,0,8.4,2025-03-28
TXN_795940,CUST_0569,In-store,Credit Card,Beverages,Bottled Water,21,1.05,0.75,22.05,0,22.05,2024-07-17
TXN_855772,CUST_0802,In-store,Digital Wallet,Beverages,Tea Pack,11,2.86,2.28,31.46,0,31.46,2025-06-09
TXN_318012,CUST_0983,Online,Credit Card,Beverages,Soft Drink,14,2.2,1.54,30.8,0,30.8,2023-09-10
TXN_520324,CUST_0058,In-store,Credit Card,Beverages,Soft Drink,21,2.2,1.46,46.2,0,46.2,2025-07-26
TXN_391447,CUST_0254,Online,Credit Card,Beverages,Energy Drink,8,2.99,1.55,23.92,0,23.92,2023-05-06
TXN_423010,CUST_0180,In-store,Credit Card,Beverages,Coffee Beans,23,2.65,1.35,60.95,0,60.95,2024-04-17
